,proba_1,proba_2,proba_3,proba_4,proba_5,proba_6,proba_7,proba_8,proba_9,proba_10,proba_11,proba_12,proba_13,proba_14,proba_15,proba_16,proba_17,proba_18,proba_19,proba_20
0,0.4406758248870841,0.05401032168960963,0.038622601653303425,0.07192534087011897,0.11472695985787833,0.01778426169312134,0.030411529302055623,0.04094300562927499,0.015220800242069584,0.006118020429862535,0.00437029086897508,0.009091641425501076,0.004829911044121569,0.024451989650673866,0.014057738827124789,0.024754874022634606,0.0188603299544476,0.0420203511160942,0.007340107731774399,0.01978409910427454
1,0.06316892499542577,0.06256322188847079,0.06933904456014148,0.09980748933299256,0.04648636008371981,0.05576289177832938,0.17383699395879273,0.020251931887955547,0.02504859981341845,0.01801538375948884,0.017120719975776785,0.027182773559451225,0.03204969712535228,0.12502782523176909,0.02101819713698655,0.037205844895038295,0.02134875956485758,0.04922193593582064,0.012934010629106003,0.022609393887106265
2,0.5783318367407271,0.05769721559492458,0.04519811662566051,0.04428251443729261,0.05276357176449025,0.009824088192158366,0.02989060837113468,0.01729903407451394,0.0069286035498729,0.011137101835786046,0.004243756292440503,0.010578740622600273,0.002118252702463229,0.020736226953332215,0.015200536399922358,0.02930704555480614,0.01087833972245737,0.021562086447039993,0.00864895222061889,0.02337337189775787
3,0.07910740122507842,0.054557419629727356,0.10795415174895256,0.199947375599019,0.05904320345015088,0.05035716476877162,0.1176332353800027,0.015361530513074192,0.015400486960570454,0.014440245614122927,0.012021378230263837,0.02715809208796566,0.03832540860408418,0.08164307420843785,0.01898680141244006,0.026642946558784904,0.024557076463396617,0.034152975326447656,0.008567106572328528,0.014142925646380587
4,0.020723039520264518,0.021097106881239603,0.12746581014410513,0.015519761617777633,0.042098371640654414,0.1256550634851281,0.13019889774089854,0.032892527146788475,0.09276031638030535,0.09915008857534528,0.02195329951024186,0.019037300490483845,0.023619783958376047,0.07933557392810188,0.04338414638074404,0.023305782441333103,0.019336022861786907,0.01683166754659587,0.026381753387609463,0.01925368636222008
5,0.005331230280911815,0.014666872843932775,0.011422319848176092,0.022594388015147647,0.02688169206341298,0.01942988004594244,0.07974584958785616,0.10474841263316097,0.09412103281399939,0.02908633675105697,0.025745060389529072,0.031305727650647874,0.023361080215369385,0.03973202330673559,0.032485908271628214,0.051863074517963195,0.035986473821248796,0.13046841827595304,0.19000817259594885,0.03101604607137881
6,0.005039491755617088,0.005575446059525992,0.007601825637717139,0.0141323397569685,0.012991387770958535,0.020072446104698733,0.054026113088541425,0.018918753314852033,0.01817425737966284,0.039388210577650594,0.17208001666645395,0.038879025938102,0.13024860899071683,0.09565899197076529,0.22248364212484742,0.04286132136427352,0.024623374196463765,0.018071067368785918,0.010422401910945985,0.04875127802245247
7,0.0019352403595217199,0.016290797856773405,0.004623995048011866,0.007980830916963508,0.010518560782991144,0.011307880391797868,0.03673506058064618,0.12553797023240512,0.04708941490226843,0.028570954023174812,0.034600502756912746,0.15421758292332235,0.03180453395249495,0.03755936896073247,0.03929742541867204,0.04030878611274616,0.07857572520882516,0.06627587753754048,0.15119838935017282,0.075571102684027
8,0.012997819385434078,0.09689108435495204,0.021262861483590797,0.015563821671065372,0.013919531694670305,0.037680666591345606,0.1677113916408179,0.06707609504029742,0.12974665388079598,0.014053712177042488,0.013659045593326603,0.050736100791855775,0.023847044851739076,0.037751946587686,0.012741155625899272,0.029531004413919263,0.07831287279533407,0.06409244014914989,0.08970657122357747,0.02271818004750089
9,0.0070948918191731805,0.02228812552910108,0.0048305837619176525,0.010204971591104181,0.00898520802463839,0.015037657491392038,0.07855643791506703,0.23011444030017905,0.04708241512501414,0.02885188366754562,0.019350072308762237,0.06395313843601201,0.018238198864818384,0.04078800844994991,0.0189097638981102,0.024560548340051863,0.10222291793156135,0.05490268128934426,0.16777483118874345,0.03625322406751366
