,index,raceId,circuitId,driverId,constructorId,grid,fastestLapSpeed_classes,positionOrder,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,year,round,driverPoints,driverStandingPosition,driverWins,constructorPoints,constructorStandingPosition,constructorWins,class20,index,proba_1,proba_2,proba_3,proba_4,proba_5,proba_6,proba_7,proba_8,proba_9,proba_10,proba_11,proba_12,proba_13,proba_14,proba_15,proba_16,proba_17,proba_18,proba_19,proba_20
0,350,860,1,18.0,1.0,2.0,2.0,1.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
1,351,860,1,20.0,9.0,6.0,2.0,2.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
2,352,860,1,1.0,1.0,1.0,2.0,3.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
3,353,860,1,17.0,9.0,5.0,2.0,4.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
4,354,860,1,4.0,6.0,12.0,2.0,5.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
5,355,860,1,155.0,15.0,13.0,2.0,6.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
6,356,860,1,8.0,208.0,17.0,2.0,7.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
7,357,860,1,815.0,15.0,22.0,2.0,8.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
8,358,860,1,817.0,5.0,10.0,2.0,9.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,7,8,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
9,359,860,1,814.0,10.0,15.0,2.0,10.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,8,9,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
10,360,860,1,818.0,5.0,11.0,2.0,11.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
11,361,860,1,3.0,131.0,7.0,2.0,12.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,10,11,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
12,362,860,1,813.0,3.0,8.0,2.0,13.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,11,12,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
13,363,860,1,10.0,206.0,20.0,2.0,14.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,12,13,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
14,364,860,1,819.0,206.0,21.0,2.0,15.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,13,14,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
15,365,860,1,811.0,3.0,14.0,2.0,16.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,14,15,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
16,366,860,1,13.0,6.0,16.0,2.0,17.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,14,16,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
17,367,860,1,5.0,207.0,18.0,2.0,18.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,15,17,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
18,368,860,1,808.0,207.0,19.0,2.0,19.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,16,18,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.058823529411764705
19,369,860,1,30.0,131.0,4.0,2.0,20.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,17,19,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
20,370,860,1,154.0,208.0,3.0,2.0,21.0,0,0,0,0,0,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,18,20,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0
